name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,domesticos,protegidos,exoticos
Hare,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus,,,,,,,,,Dense vegetation and open fields,Herbivore,6,Solitary,,,,Can reach speeds of over 40 mph!,,BrownBlackWhiteTan,Fur,45 mph,2-8 years,1-5.5kg (3-12lbs),,,,,"Owl, Hawk, Coyote",Mammal,,,,,,"Grass, Fruit, Seeds",,,,Grass,,,,,1,0,0
Harp Seal,['Ocean'],Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,Pagophilus groenlandicus,Fish and marine invertebrates,Pups,Solitary/Colony,Up to 7.6 million,Climate change,The harp-shaped black mark on the back,Saddleback seal or Greenland seal,11.5 months,Oceans and ice packs,Carnivore,,,Harp Seal,1.0,North Atlantic and Arctic Oceans,,,GreyBlackWhite,Fur,,,120-135kg (260-300lbs),1.5-2m (5-6.5ft),5.5 years,10 to 12 days,1,"Killer whales, polar bears, walruses, and sharks",Mammal,120-135kg (260-300lbs),,,,,,,,,,,,,,1,0,0
Harrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Harrier,,,"Cheerful, tolerant and sweet-tempered!",Hound,,Hair,,10 – 12 years,27kg (60lbs),,,,,,,,,,,,,,,,,,,,,0,1,0
Havanese,['Central-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Havanese,,,These are the only dogs that are native to Cuba,Toy,,Hair,,15 years,13lbs,,,,,,,,,,,,,,,,,,,,,0,1,0
Havashire,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnRedBlackWhiteTanBrindleMulti-colored,Hair,,13 to 15 years,12 lbs,,,,,,,,,"Affectionate, loyal, charismatic, and spunky",,,,,,,,,,,,0,1,0
Hawaiian Monk Seal,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,"Fish, lobster, crab, octopus and squid",Pup,Mainly solitary,1400,Habitat loss,Folds of skin around neck that look like a monk's robe,"Ilioholokauaua (the dog which runs in rough waters), na mea hulu (the furry one) and iliokai (seadog)",9 months,Northwestern Hawaiian Islands' waters and beaches,Carnivore,,,Monk seal,2.0,Northwestern Hawaiian Islands,,colony or rookery,GreyWhite,Fur,5 mph,30 years,,7-8 feet,4 years,1.5 months,1,Sharks,Mammal,,,,,,,,,,,Hawaiian inslands,,,,1,0,0
Highland Cattle,"['Europe', 'North-America', 'Oceania']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos Taurus,,,,,,,,,Mountainous and wet grasslands,Herbivore,1,Herd,,,,Natively found in the Scottish Highlands!,,BrownTanOrange,Hair,25 mph,15-22 years,"400-1,000kg (882-2,204lbs)",,,,,"Human, Wolf, Coyote",Mammal,,,,,,"Grass, Leaves, Flowers",,,,Grass,,,,,1,0,0
Himalayan,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,"Himalayan Persian, or Colourpoint Persian",,,Omnivore,4,,Himalayan,,,Also known as the Colourpoint Persian!,Longhair,FawnBlueWhiteCreamChocolate,Hair,,9-to-15 years,7-to-12 pounds,,,,,,,,,"Easy-going, calm and playful",,,,,,,,,,,,1,0,0
Hippopotamus,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,"Grasses, Grain, Flowers",Calf,Herd,"150,000",Hunting and habitat loss,"Ears, eyes and nostrils on top of the head","Common Hippopotamus, Water Horse",240 days,"Lakes, rivers and wetlands",Herbivore,1,Nocturnal,Hippopotamus,1.0,Sub-Saharan Africa,Has pink anti-bacterial sweat!,Mammal,BrownGreyBlackPink,Leather,30 mph,40 - 50 years,"1tonne - 4.5tonnes (2,200lbs - 9,900lbs)",2m - 5m (6.5ft - 16.5ft),6 - 14 years,18 months,,,,,,,,,,,,,,,,,,1,0,0
Hoary Bat,['North-America'],Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus,Insects,Pups,Solitary/Group,Unknown,Habitat loss,The white-tipped fur,None,Unknown,Forests and trees,Carnivore,,,Hoary Bat,1.0,The Americas,,,BrownGreyYellowBlackWhite,Hair,13 mph,6-7 years,20-35g (1oz),43cm (17in) with wings extended,About a year,34 days,1-4 pups,"Hawks, owls, kestrels, and snakes",Mammal,13-15cm (5-6in),,,,,,,,,,,,,,1,0,0
Hokkaido,['Asia'],Animalia,Chordata,Mammalia,mam,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,4 puppies,,,,,,,RedBlackWhiteTanBrindle,Hair,,12-15 years,44-66 pounds,,,,,,,,,"Docile, faithful, bold",,,,,,,,,,,,0,1,0
Honduran White Bat,['Central-America'],Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla,Ectophylla alba,,Pup,Colony,"Unknown, but declining",Habitat loss,Its all white fur,Caribbean white tent-making bat,Three weeks,,Omnivore,,,White bat,,Central America,,,YellowWhite,Fur,20 mph,"Unknown, but related species have been known to live between seven and 18 years in nature.",.20 ounces,"1.46 to 1.85 inches, with 4-inch wingspan",35 days,20 days,One,,Mammal,,,,,,,,,,Figs,,,,,1,0,0
Honey Badger,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora Capensis,"Bees, Insects, Small Animals, Bulbs, Roots, Bird Eggs",Kit,,Unknown,Humans,"Large, sharp claws",Ratel,6 Months,"Dry Areas, Grasslands, Forests",Omnivore,2,DiurnalCrepuscularor Nocturnal Depending on Region and Season,Honey Badger,1.0,"Africa, Asia, Indian Subcontinent",One of earth's bravest creatures!,Mammal,,Hair,,"7-8 years in the wild, 24 years in captivity",11 to 35 pounds,22 to 30 inches,1 to 2 Years,2 to 3 Months,,"Leopards, Spotted Hyenas, Pythons, Crocodiles",,9.1 to 11 inches,,,,,,,,,,,,,,1,0,0
Hooded Seal,"['Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,"Marine fish, shrimp and other crustaceans, octopus and squid.",Pup,Solitary,"650,000",Humans,The male’s inflatable “hood” and red nose balloon.,"Cystophora borealis and Phoca cristata. The first means “bladder-bearer of the north,” and the second means ""crested seal."" Also, bladdernose seal. Pups are called Blue-backs.",240 to 250 days.,Off the coasts of the Northern Atlantic and Arctic Oceans.,Omnivore,,,Hooded seal,1.0,"Around Labrador, Greenland, Norway, sometimes Maine and Alaska.",,,GreyBlueSilver,Fur,,35 years,352 to 661 pounds. Males are much heavier.,7 to 8 feet.,"2 to 9 years for females, 4 to 6 years for males.",5 to 12 days.,one,"Humans, killer whales, polar bears and Greenland sharks.",Mammal,,,,,,,,,,,,,,,1,0,0
Human,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Sapiens,,,,,,,,,Worldwide based near rivers,Omnivore,1,Group,,,,"Thought to have orignated 200,000 years ago!",,BrownBlackWhiteTanOlive,Smooth,18 mph,60-80 years,54-83kg (120-183lbs),,,,,"Bears, Lion, Tiger",Mammal,,,,,,"Vegetables, Fruit, Fish",,,,Vegetables,,,,,1,0,0
Humpback Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,,,Pod,"120,000 to 150,000",Accidents with boats and nets,The small hump on the back,,11 months,Oceans close to the shore,Omnivore,1,Herd,Humpback whales,,,"There are thought to be 80,000 left in the wild!",,GreyBlackWhite,Smooth,17 mph,45 to 50 years,"36,000-99,800kg (40-100tons)",14.6m - 19m (48ft - 62ft),,,,"Human, Killer Whale",Cetaceans,,,,,,"Plankton, crustaceans, and fish",Salt,,,Krill,,,,,0,1,0
Huntaway,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Puppy,,,,,,,,Omnivore,,,,,,,,BlackTan,Hair,,12-14 years,,,,,5-7 puppies,,,,,,,,,,,,,New Zealand,,,,0,1,0
Huskador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Huskita,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,puppy,,,,"triangular, erect ears",,,,Omnivore,six puppies,,Huskita,,,,,BlackWhiteTanCream,Hair,,10-13 years,,,,,,,,,,high energy,,,,,,,,United States,,,,0,1,0
Husky Jack,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyRedBlackWhiteLight-Brown,Hair,,11 to 16 years,40 pounds,,,,,,,,,"Social, energetic, and loyal",,,,,,,,,,,,0,1,0
Hyena,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta Crocuta,,,,,,,,,Open savanna plains and grassland,Carnivore,3,Pack,,,,There are four different species!,,BrownBlackTan,Fur,37 mph,20-25 years,41-86kg (90-190lbs),,,,,,Mammal,,,,,,"Wildebeest, Monkey, Birds",,,,Wildebeest,,,,,1,0,0
Ibizan Hound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Ibizan Hound,,,"Intelligent, active and engaging by nature!",South,FawnRedWhite,Hair,,14 years,50 pounds,,,,,,,,,,,,,,,,,,,,,0,1,0
Icelandic Sheepdog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,puppy,,,,very bushy tail,,,,Omnivore,,,,,,,,GreyFawnRedBlackWhiteGoldTanCreamChocolate,Hair,21 mph,12-14 years,,,,,4-8 puppies,,mammal,,,"Playful, affectionate, and curious",,,,,,,,Iceland,,,,0,1,0
Impala,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros Melampus,,,,,,,,,Wooded savanna and dense bushland,Herbivore,1,Herd,,,,Able to jump over 10 feet high,,BrownWhiteTan,Fur,30 mph,12-15 years,37-75kg (81.6-165lbs),,,,,"Hyena, Lion, Crocodile",Mammal,,,,,,"Grass, Seeds, Flowers",,,,Grass,,,,,1,0,0
Indian Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus,,,,,,,,,Rainforest and tropical woodland,Herbivore,1,Herd,,,,Found throughout south-east Asia!,,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",,,,,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,,,,"Grass, Fruit, Roots",,,,Grass,,,,,1,0,0
Indian Giant Squirrel,['Asia'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,Ratufa indica,"insects, bird eggs","pup, kit, kitten",Solitary/Pairs,unknown,Deforestation,"vibrant colors, large size",Malabar Giant Squirrel,28-35 days,Tropical forest,Omnivore,,,Indian giant squirrel,1.0,South Asia,,,BrownRedBlackWhitePurple,Fur,32 mph,20 years,1.5kg-2 kg (3.3lbs-4.4 lbs),"Head & body 25.4cm-45.7cm (10in-18in), Tail 40.6cm-60.9cm (16in-24in)",2-4 years,6 months,1-3,,mammal,,,,,,,,,,,,,,,1,0,0
Indian Palm Squirrel,"['Asia', 'Ocean']",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus Palmarum,,,,,,,,,Thick forest and tropical jungles,Omnivore,3,Solitary,,,,Natively found in parts of India and Sri Lanka!,,BrownYellowTan,Fur,10 mph,2-4 years,100-120g (3.5-4.2oz),,,,,"Human, Snakes, Wildcats",Mammal,,,,,,"Eggs, Fruit, Insects",,,,Eggs,,,,,1,0,0
Indian Rhinoceros,['Asia'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Unicornis,,,,,,,,,"Tropical bushland, grassland and savannas",Herbivore,1,Solitary,,,,Also known as the one-horned rhino!,,BrownGreyBlack,Leather,30 mph,45-50 years,"2,200kg - 3,000kg (4,900lbs - 6,600lbs)",1.7m - 2m (5.6ft - 6.6ft),,,,"Human, Wild cats",Mammal,,,,,,"Grass, Fruit, Berries, Leaves",,,,Grass,,,,,1,0,0
Irish Water Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,"its smooth ""rat tail.""",,,,Omnivore,,,,,,,,BrownDark BrownChocolateBlack-Brown,Hair,,average 10-12 years.,,,,,4-12 puppies.,,,,,,,,,,,,,,,,,0,1,0
Italian Greyhound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Italian Greyhound,,,,,GreyYellowFawnRedBlueBlackTanChocolate,Hair,,15 years,,,,,,,,,,,,,,,,,,,,,,0,1,0
Jack Russell,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Jack Russel,,,"Intelligent, athletic and fearless!",Terrier,,Hair,,12 - 14 years,15 pounds,,,,,,,,,,,,,,,,,,,,,0,1,0
Jackabee,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownWhiteTanCreamBeige,Hair,,12-16 years,30 lbs,,,,,,,,,"Friendly, intelligent, and hard-working",,,,,,,,,,,,0,1,0
Jackal,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Aureus,,,,,,,,,Grass plains and dry woodland,Carnivore,5,Pack,,,,Can maintain speeds of 16 km/h!,,BrownGreyWhiteTan,Fur,20 mph,8-15 years,6.8-11kg (15-24lbs),,,,,"Hyena, Leopard, Eagles",Mammal,,,,,,"Antelope, Reptiles, Insects",,,,Antelope,,,,,1,0,0
Jackrabbit,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,"Grass, twigs, bark",Leveret,Solitary,,Habitat loss,Long ears,hare,41-47 days,"Desert, savanna, grassland",Herbivore,,,Black-tailed jackrabbit,6.0,"United States, Mexico",,solitary,BrownBlackWhite,Fur,45 mph,five to eight years,three to six pounds,up to two feet,243 days,14 to 21 days,one to six,"coyotes, red-tailed hawks, bobcats",mammal,,,,,,,,,,,,,,,1,0,0
Jaguar,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Deer, Capybara, Tapir",Cub,Solitary,"15,000",Hunting and habitat loss,Beautiful rosetted fur pattern,,90 - 105 days,"Rainforest, swamp and floodplains",Carnivore,3,Crepuscular,Jaguar,1.0,Central and South America,The largest feline on the American continent!,Mammal,BrownYellowBlackWhiteTan,Fur,50 mph,12 - 15 years,36kg - 160kg (79lbs - 350lbs),1.1m - 1.9m (43in - 75in),3 - 4 years,3 months,,,,,,,,,,,,,,,,,,1,0,0
Jaguarundi Cat,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,"Rabbits, frogs, fish, mice",Kitten,Solitary,,Hunting,Light amber colored eyes,Otter cat and weasel cat,70-75 days,"Woodland, swamp, savannah, scrubland",Carnivore,,,Jaguarundi,8.0,Central and South America,,Solitary,BrownGreyRed,Hair,40 mph,15 years,,3-4 feet (head to end of tail),2 years,6 weeks,1-4,"Coyote, mountain lion, humans",Mammal,"10-14 inches, shoulder height",,,,,,,,,,,,,,1,0,0
Japanese Chin,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Japanese Chin,,,"Alert, intelligent and independent!",Herd,,Hair,,14 years,4kg (8lbs),,,,,,,,,,,,,,,,,,,,,0,1,0
Japanese Macaque,['Asia'],Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata,"Fruit, Young Leaves, Seeds",Infant,Troop,"50,000",Habitat loss,"Red and human-like, naked face",Snow Monkey,5 - 6 months,Tropical forest and mountains,Omnivore,1,Diurnal,Japanese Macaque,2.0,Throughout Japan,Has cheek pouches for storing food!,Mammal,BrownGrey,Fur,,25 - 32 years,5kg - 14kg (11lbs - 31lbs),,4 - 5 years,20 months,,"Human, Wolf, Feral Dog",,80cm - 95cm (31.5in - 37.5in),,,,,,,,,,,,,,1,0,0
Japanese Spitz,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,Pure white coat with a mane-like neck.,,,,Omnivore,,,,,,,,White,Hair,,10-16 years,10-25 pounds,,,,,,,12-15 inches,,"Charming, playful, affectionate, and loyal.",,,,,,,,,,,,0,1,0
Japanese Squirrel,['Asia'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus lis,,Kits,Solitary,Unknown,Habitat loss,"The big, bushy tail",,40 days,Mixed forests,Omnivore,,,Japanese Squirrel,1.0,Japan,,,BrownGreyRedWhite,Hair,,Up to 15 years,250-310g (9-11oz),"16-22cm (6-8.5in) in body length, not including the tail",300 days,60 days,2-6 kits,"Foxes, martens, crows, raptors, and domesticated cats and dogs",Mammal,Up to 15cm (6in),,,,,,,,,"Seeds, buds, fruits, fungi, flowers, and insects",,,,,1,0,0
Japanese Terrier,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackWhiteTan,Hair,,12-15 years,10 lbs,,,,,,,,,"Loving, affectionate, cheerful",,,,,,,,,,,,0,1,0
Javan Rhinoceros,['Asia'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Sondaicus,,,,,,,,,"Tropical bushland, grassland and rainforest",Herbivore,1,Solitary,,,,Only has a 25cm long horn!,,BrownGreyBlack,Leather,30 mph,30-45 years,"900kg - 2,300kg (2,000lbs - 5,100lbs)",3.1m- 3.2m (10ft - 10.5ft),,,,"Human, Wild cats",Mammal,,,,,,"Grass, Fruit, Berries, Leaves",,,,Grass,,,,,1,0,0
Javanese,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,,,,Omnivore,7,,Javanese,,,Features that closely resemble a Siamese cat!,Longhair,BrownFawnRedBlueWhiteCreamLilac,Hair,,8-12 years,5-9 pounds,,,,,,,,,"Loving, gentle and affectionate",,,,,,,,,,,,1,0,0
Jerboa,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Rodentia,Dipodidae,,,,,,,,,,,Deserts and steppes,Omnivore,,Crepuscularterrestrial,,,Asia and Northern Africa,Tiny rodent with a kangaroo-like jump!,Mammal,,,,,0.8 to 1.3 ounces,,,,,"Owls, foxes, cats and snakes",,,,,,,,,,,,,,,,1,0,0
Kai Ken,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,Their brindle coat,Tiger dog,,,Omnivore,,,,,,,,GreyRedBlack,Hair,,14-16,25-45+ pounds,,,,,,,17-22 inches,,"Friendly, high-energy",,,,,,,,,,,,0,1,0
Kangal,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,Anatolian Shepherd,,,Omnivore,,,,,,,,GreyFawnBlackGoldCream,Hair,,,,,,,5-10 puppies,,,,Dark muzzle and ears,"Loyal, protective, calm",,,,,,,,"Sivas, Turkey",,,,0,1,0
Kangaroo,['Oceania'],Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,,,,,,,,,,,"Dry forests, desert and grassland",Omnivore,2,Sociable,,,,Females have a deep pouch on their front!,,BrownGreyTan,Fur,35 mph,4-10 years,18-95kg (40-200lbs),,,,,"Human, Dingo",Mammal,,,,,,"Grass, Seeds, Flowers",,,,Grass,,,,,1,0,0
Kangaroo Rat,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,,Insects such as grasshoppers,"Pup, pinkie or kitten",Solitary,,Habitat destruction and fragmentation,Their powerful hind legs,"Rat kangaroo, desert rat",22 to 27 days,Desert,Omnivore,,,Kangaroo rat,22.0,Deserts,,,BrownWhiteDark Grey,Fur,5 mph,2 to 5 years though some giant kangaroo rats have been known to live for over 9 years,4.5 ounces,"As long as 14 inches, with an 8-inch tail and 6-inch body. Males are larger than females.",About 100 days,22 to 25 days,"One to seven babies, though the average litter contains three.",,,2 to 4 inches at the shoulder,,,,,,,,,Seeds and grasses. Some species eat insects and other types of vegetation.,,,,,1,0,0
Kiko Goat,"['North-America', 'Oceania']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus Hircus,,kid,,,Humans,,,155 days,Farmland,Herbivore,,Herd,Kiko goat,1.0,"New Zealand, southeastern United States",,Herd,BrownBlackWhiteCream,Fur,,8-12 years,250-300 pounds,,12-18 months,60-90 days,2-3 kids (twins or triplets),"Coyotes, bears, bobcats, foxes, eagles, and mountain lions.",,26-37 inches,,"Friendly, docile, independent",,,,,,,"Grass, hay, and other natural foliage around habitat.",,,,,1,0,0
Killer Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus orca,,,Pod,,,,,,Ocean and coastal waters worldwide,Carnivore,1,Pod,,,,Typically consumes over 200 kg of food a day!,,BlackWhite,Smooth,30 mph,50-60 years,"6,804-8,618kg (15,000-19,000lbs)",,,,,"Human, Larger Sharks",Mammal,,,,,,"Seal, Fish, Squid",Salt,,,Seal,,,,,0,1,0
Kinder Goat,"['North-America', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,,Kid,Herd,3000,Predators,Black stripe on back,,140 to 150 days,"Farms, pastures",Herbivore,,,Kinder goat,1.0,"U.S., Canada and Brazil",,Ungulate,BrownGreyBlackWhite,Hair,,15 years,115 to 150lbs,,4 to 10 months,6 to 8 weeks,3 or more,,,2 to 3 feet,,,,,,Saltwater,,,,,,,,1,0,0
Kinkajou,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,,,Group,Deforestation,,"Long prehensile tail, which acts as a sort of third limb that can grip objects or branches.",,,,Omnivore,,,,,Central and South America,,,BrownGold,Fur,,23 years,3 to 10 pounds,"16 to 30 inches long, its tail adds another 15 to 22 inches",,,1,Humans,Mammal,,,,,,"Fruit, small mammals or insects",,,,,,,,,1,0,0
Koala,['Oceania'],Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,Eucalyptus leaves,Joey,Solitary,Stable,Habitat loss and disease,"Large, wide head and tufted, round ears",Koala Bear,35 days,"Eucalyptus, inland and coastal forests",Herbivore,1,Nocturnal,Koala,3.0,south-eastern Australia,Spends up to 80% of the time sleeping or resting!,Mammal,GreyBlackWhiteGrey-Brown,Fur,2 mph,15 - 20 years,4kg - 15kg (8.8lbs - 33lbs),,2 years,6 - 7 months,,"Birds of Prey, Dingo, Human",,60cm - 85cm (24in - 34in),,,,,,,,,,,,,,1,0,0
Kuvasz,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,White,Hair,,10 – 12 years,115 lbs,,,,,,,,,"Brave, loyal, and fearless",,,,,,,,,,,,0,1,0
Labahoula,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Puppy,,,,,,,,Omnivore,,,,,,,,,Hair,,10-14 years,,,,,4-12 puppies,,,,,,,,,,,,,Louisiana,,,,0,1,0
Labmaraner,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyYellowBlack,Hair,,10-12 years,90 lbs,,,,,,,,,,,,,,,,,,,,,0,1,0
Labradane,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Labradoodle,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,Labradoodle,,,Friendly and energetic mix-breed!,Hybrid Dog,,Hair,,12 years,34kg (75lbs),,,,,,,,,,,,,,,,,,,,,1,0,0
Labrador Retriever,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Labrador Retriever,,,"Well-balanced, friendly and versatile!",Gun Dog,,Hair,,15 years,34kg (75lbs),,,,,,,,,,,,,,,,,,,,,0,1,0
Labraheeler,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedBlueBlackWhiteBrindleCream,,,10-12 years,80 lbs,,,,,,,,,"Loving, affectionate, and energetic",,,,,,,,,,,,0,1,0
Lakeland Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedBlueBlackBlonde,Hair,,12 – 16 years,17 lbs,,,,,,,,,Smart and lively,,,,,,,,,,,,0,1,0
LaMancha Goat,['North-America'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,,"Buckling, doeling, yearling",Herd,Unknown,Predators,Tiny ears,American Lamancha,150 days,"Farms, pastures",Herbivore,,,LaMancha Goat,1.0,U.S.,,Artiodactyl,BrownGreyBlackWhite,Hair,,7 to 10 years,"Average 150 to 165 for males, 125 to 130 for females",3 to 3 ½ feet,9 months to 1 year,3 weeks,1 to 3,"Wild dogs, cougars, wolves, raptors",,2 to 3 feet,,,,,,,,,,,,,,1,0,0
