name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_incubation_period,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_special_features,domesticos,protegidos,exoticos,altura_cm,peso_en_kg
Humpback Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,Unknown,Unknown,Pod,"120,000 to 150,000",Accidents with boats and nets,The small hump on the back,Unknown,11 months,Oceans close to the shore,Omnivore,1,Herd,Humpback whales,Unkown,Unknown,"There are thought to be 80,000 left in the wild!",Unknown,GreyBlackWhite,Smooth,17 mph,45 to 50 years,"36,000-99,800kg (40-100tons)",14.6m - 19m (48ft - 62ft),Unknown,Unknown,Unknown,"Human, Killer Whale",Cetaceans,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Plankton, crustaceans, and fish",Salt,Unknown,Unknown,Krill,Unknown,Unknown,Unknown,0,1,0,1460.0,800.0
Huntaway,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Puppy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackTan,Hair,Unknown,12-14 years,Unknown,Unknown,Unknown,Unknown,5-7 puppies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New Zealand,Unknown,Unknown,0,1,0,,
Huskador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Huskita,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,puppy,Unknown,Unknown,Unknown,"triangular, erect ears",Unknown,Unknown,Unknown,Omnivore,six puppies,Unknown,Huskita,Unkown,Unknown,Unknown,Unknown,BlackWhiteTanCream,Hair,Unknown,10-13 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,high energy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,0,1,0,,
Husky,['Eurasia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyRedBlackWhiteTanSilver,Hair,Unknown,12 – 15 years,60 lbs.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Driven, vocal, and high energy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,27.2155422
Husky Jack,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyRedBlackWhiteLight-Brown,Hair,Unknown,11 to 16 years,40 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Social, energetic, and loyal",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,18.143694800000002
Huskydoodle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyBlackWhite,Hair,Unknown,10-13years,60lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Affectionate and intelligent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,27.2155422
Hyena,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta Crocuta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open savanna plains and grassland,Carnivore,3,Pack,Unknown,Unkown,Unknown,There are four different species!,Unknown,BrownBlackTan,Fur,37 mph,20-25 years,41-86kg (90-190lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Wildebeest, Monkey, Birds",Unknown,Unknown,Unknown,Wildebeest,Unknown,Unknown,Unknown,1,0,0,,63.5
Ibex,"['Africa', 'Asia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Unknown,Unknown,Kid,Herd,"30,000 for alpine ibex","Poaching, habitat loss","Large, curved horns","Wild goat, steinbock, bouquetin",168 days,Cliffs and mountains,Herbivore,Unknown,Unknown,Ibex,Unkown,"Asia, Europe, Middle East, Africa",Unknown,Unknown,BrownGrey,Hair,Unknown,20 years,91 - 120 kg (200 - 270 lbs),3.9 ft,18 months,4 - 6 months,1 - 3,"Humans, big cats, wolves, eagles",Mammal,0.69 - 1.09 m (27 - 43 inches),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,36232.1856,122.4699399
Ibizan Hound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Ibizan Hound,Unkown,Unknown,"Intelligent, active and engaging by nature!",South,FawnRedWhite,Hair,Unknown,14 years,50 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,22.6796185
Icelandic Sheepdog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,puppy,Unknown,Unknown,Unknown,very bushy tail,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyFawnRedBlackWhiteGoldTanCreamChocolate,Hair,21 mph,12-14 years,Unknown,Unknown,Unknown,Unknown,4-8 puppies,Unknown,mammal,Unknown,Unknown,"Playful, affectionate, and curious",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Iceland,Unknown,Unknown,0,1,0,,
Impala,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros Melampus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Wooded savanna and dense bushland,Herbivore,1,Herd,Unknown,Unkown,Unknown,Able to jump over 10 feet high,Unknown,BrownWhiteTan,Fur,30 mph,12-15 years,37-75kg (81.6-165lbs),Unknown,Unknown,Unknown,Unknown,"Hyena, Lion, Crocodile",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Seeds, Flowers",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,56.0
Indian Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and tropical woodland,Herbivore,1,Herd,Unknown,Unkown,Unknown,Found throughout south-east Asia!,Unknown,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",Unknown,Unknown,Unknown,Unknown,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Roots",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,6.0
Indian Giant Squirrel,['Asia'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,Ratufa indica,"insects, bird eggs","pup, kit, kitten",Solitary/Pairs,unknown,Deforestation,"vibrant colors, large size",Malabar Giant Squirrel,28-35 days,Tropical forest,Omnivore,Unknown,Unknown,Indian giant squirrel,1.0,South Asia,Unknown,Unknown,BrownRedBlackWhitePurple,Fur,32 mph,20 years,1.5kg-2 kg (3.3lbs-4.4 lbs),"Head & body 25.4cm-45.7cm (10in-18in), Tail 40.6cm-60.9cm (16in-24in)",2-4 years,6 months,1-3,Unknown,mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,5.5,1.587573295
Indian Palm Squirrel,"['Asia', 'Ocean']",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus Palmarum,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Thick forest and tropical jungles,Omnivore,3,Solitary,Unknown,Unkown,Unknown,Natively found in parts of India and Sri Lanka!,Unknown,BrownYellowTan,Fur,10 mph,2-4 years,100-120g (3.5-4.2oz),Unknown,Unknown,Unknown,Unknown,"Human, Snakes, Wildcats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Eggs, Fruit, Insects",Unknown,Unknown,Unknown,Eggs,Unknown,Unknown,Unknown,1,0,0,,0.12
Indian Rhinoceros,['Asia'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Unicornis,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Tropical bushland, grassland and savannas",Herbivore,1,Solitary,Unknown,Unkown,Unknown,Also known as the one-horned rhino!,Unknown,BrownGreyBlack,Leather,30 mph,45-50 years,"2,200kg - 3,000kg (4,900lbs - 6,600lbs)",1.7m - 2m (5.6ft - 6.6ft),Unknown,Unknown,Unknown,"Human, Wild cats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Berries, Leaves",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,200.0,200.0
Indochinese Tiger,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Corbetti,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Secluded mountainous forests,Carnivore,2,Solitary,Unknown,Unkown,Unknown,Now thought to be extinct in China!,Unknown,BlackWhiteOrange,Fur,60 mph,18 - 25 years,100kg - 195kg (221lbs - 430lbs),Unknown,Unknown,Unknown,Unknown,Human,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Deer, Cattle, Wild Boar",Unknown,Unknown,Unknown,Deer,Unknown,Unknown,Unknown,1,0,0,100.0,100.0
Indri,['Africa'],Animalia,Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri,"Fruits, Flowers, Leaves",Infant,Troop,"10,000",Habitat loss,Unknown,Babakoto,4 - 5 months,Lowland rainforest,Herbivore,1,Diurnal,Indri,1.0,Eastern Madagascar,The largest species of Lemur!,Mammal,BrownGreyBlackWhite,Fur,20 mph,15 - 22 years,6kg - 9.5kg (13lbs - 21lbs),Unknown,8 - 9 years,8 months,Unknown,"Fossa, Hawks, Snakes",Unknown,64cm - 72cm (25in - 28in),"Black and white markings and loud, prolonged vocal calls",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,6.0,6.0
Irish Setter,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Irish Setter,Unkown,Unknown,Can live for up to 16 years!,Gun Dog,Unknown,Hair,Unknown,16 years,32kg (70lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,32.0
Irish Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,RedCaramel,Hair,Unknown,11-13 years,27 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Intelligent, lively, dominant",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,12.24699399
Irish Water Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,"its smooth ""rat tail.""",Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownDark BrownChocolateBlack-Brown,Hair,Unknown,average 10-12 years.,Unknown,Unknown,Unknown,Unknown,4-12 puppies.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Irish WolfHound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Irish WolfHound,Unkown,Unknown,"Sweet-tempered, patient and thoughtful!",South,Unknown,Hair,Unknown,9 years,54kg (120lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,54.0,54.0
Italian Greyhound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Italian Greyhound,Unkown,Unknown,Unknown,Unknown,GreyYellowFawnRedBlueBlackTanChocolate,Hair,Unknown,15 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Jack Russell,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Jack Russel,Unkown,Unknown,"Intelligent, athletic and fearless!",Terrier,Unknown,Hair,Unknown,12 - 14 years,15 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,6.80388555
Jackabee,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownWhiteTanCreamBeige,Hair,Unknown,12-16 years,30 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Friendly, intelligent, and hard-working",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,13.6077711
Jackal,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Aureus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass plains and dry woodland,Carnivore,5,Pack,Unknown,Unkown,Unknown,Can maintain speeds of 16 km/h!,Unknown,BrownGreyWhiteTan,Fur,20 mph,8-15 years,6.8-11kg (15-24lbs),Unknown,Unknown,Unknown,Unknown,"Hyena, Leopard, Eagles",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Antelope, Reptiles, Insects",Unknown,Unknown,Unknown,Antelope,Unknown,Unknown,Unknown,1,0,0,,9.5
Jackrabbit,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,"Grass, twigs, bark",Leveret,Solitary,Unknown,Habitat loss,Long ears,hare,41-47 days,"Desert, savanna, grassland",Herbivore,Unknown,Unknown,Black-tailed jackrabbit,6.0,"United States, Mexico",Unknown,solitary,BrownBlackWhite,Fur,45 mph,five to eight years,three to six pounds,up to two feet,243 days,14 to 21 days,one to six,"coyotes, red-tailed hawks, bobcats",mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,45.72,2.0411656650000003
Jaguar,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Deer, Capybara, Tapir",Cub,Solitary,"15,000",Hunting and habitat loss,Beautiful rosetted fur pattern,Unknown,90 - 105 days,"Rainforest, swamp and floodplains",Carnivore,3,Crepuscular,Jaguar,1.0,Central and South America,The largest feline on the American continent!,Mammal,BrownYellowBlackWhiteTan,Fur,50 mph,12 - 15 years,36kg - 160kg (79lbs - 350lbs),1.1m - 1.9m (43in - 75in),3 - 4 years,3 months,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,36.0,36.0
Jaguarundi Cat,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,"Rabbits, frogs, fish, mice",Kitten,Solitary,Unknown,Hunting,Light amber colored eyes,Otter cat and weasel cat,70-75 days,"Woodland, swamp, savannah, scrubland",Carnivore,Unknown,Unknown,Jaguarundi,8.0,Central and South America,Unknown,Solitary,BrownGreyRed,Hair,40 mph,15 years,Unknown,3-4 feet (head to end of tail),2 years,6 weeks,1-4,"Coyote, mountain lion, humans",Mammal,"10-14 inches, shoulder height",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,106.68,
Japanese Chin,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Japanese Chin,Unkown,Unknown,"Alert, intelligent and independent!",Herd,Unknown,Hair,Unknown,14 years,4kg (8lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,4.0,4.0
Japanese Macaque,['Asia'],Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata,"Fruit, Young Leaves, Seeds",Infant,Troop,"50,000",Habitat loss,"Red and human-like, naked face",Snow Monkey,5 - 6 months,Tropical forest and mountains,Omnivore,1,Diurnal,Japanese Macaque,2.0,Throughout Japan,Has cheek pouches for storing food!,Mammal,BrownGrey,Fur,Unknown,25 - 32 years,5kg - 14kg (11lbs - 31lbs),Unknown,4 - 5 years,20 months,Unknown,"Human, Wolf, Feral Dog",Unknown,80cm - 95cm (31.5in - 37.5in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,5.0
Japanese Spitz,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Pure white coat with a mane-like neck.,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,White,Hair,Unknown,10-16 years,10-25 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12-15 inches,Unknown,"Charming, playful, affectionate, and loyal.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,11.33980925
Japanese Squirrel,['Asia'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus lis,Unknown,Kits,Solitary,Unknown,Habitat loss,"The big, bushy tail",Unknown,40 days,Mixed forests,Omnivore,Unknown,Unknown,Japanese Squirrel,1.0,Japan,Unknown,Unknown,BrownGreyRedWhite,Hair,Unknown,Up to 15 years,250-310g (9-11oz),"16-22cm (6-8.5in) in body length, not including the tail",300 days,60 days,2-6 kits,"Foxes, martens, crows, raptors, and domesticated cats and dogs",Mammal,Up to 15cm (6in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Seeds, buds, fruits, fungi, flowers, and insects",Unknown,Unknown,Unknown,1,0,0,22.0,0.155
Japanese Terrier,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackWhiteTan,Hair,Unknown,12-15 years,10 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Loving, affectionate, cheerful",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,4.535923700000001
Javan Rhinoceros,['Asia'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Sondaicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Tropical bushland, grassland and rainforest",Herbivore,1,Solitary,Unknown,Unkown,Unknown,Only has a 25cm long horn!,Unknown,BrownGreyBlack,Leather,30 mph,30-45 years,"900kg - 2,300kg (2,000lbs - 5,100lbs)",3.1m- 3.2m (10ft - 10.5ft),Unknown,Unknown,Unknown,"Human, Wild cats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Berries, Leaves",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,900.0,900.0
Javanese,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,7,Unknown,Javanese,Unkown,Unknown,Features that closely resemble a Siamese cat!,Longhair,BrownFawnRedBlueWhiteCreamLilac,Hair,Unknown,8-12 years,5-9 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Loving, gentle and affectionate",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,4.082331330000001
Jerboa,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deserts and steppes,Omnivore,Unknown,Crepuscularterrestrial,Unknown,Unkown,Asia and Northern Africa,Tiny rodent with a kangaroo-like jump!,Mammal,Unknown,Unknown,Unknown,Unknown,0.8 to 1.3 ounces,Unknown,Unknown,Unknown,Unknown,"Owls, foxes, cats and snakes",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,0.0368543403073085
Kai Ken,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Their brindle coat,Tiger dog,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyRedBlack,Hair,Unknown,14-16,25-45+ pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17-22 inches,Unknown,"Friendly, high-energy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,15.875732950000002
Kangal,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anatolian Shepherd,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyFawnBlackGoldCream,Hair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5-10 puppies,Unknown,Unknown,Unknown,Dark muzzle and ears,"Loyal, protective, calm",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Sivas, Turkey",Unknown,Unknown,0,1,0,,
Kangaroo,['Oceania'],Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Dry forests, desert and grassland",Omnivore,2,Sociable,Unknown,Unkown,Unknown,Females have a deep pouch on their front!,Unknown,BrownGreyTan,Fur,35 mph,4-10 years,18-95kg (40-200lbs),Unknown,Unknown,Unknown,Unknown,"Human, Dingo",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Seeds, Flowers",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,56.5
